Comment,detected_language,translated_text
මේකේ වැඩියෙන්ම හිනායන්නේ මම ගෑනු ළමයෙක්ලූ අම්මෝ අම්මෝ මේවනේ ජෝක්,sin,"The funny thing is, I'm a girl."
days all the pickme drivers are bad,eng,days all the pickme drivers are bad
me weda karana aya cash hire witharai yanna kamathi,eng,me weda karana aya cash hire witharai yanna kamathi
බැරිනම් pickme එකෙන් අයිම් වෙලා හයර් දුවපන්,sin,Or get your pick and run your hair.
pickMe hire වලට නගින උන් හිතන්නෙ උන්ගෙ වහලෙක් කියල වහානයෙ අයිතිකරැ,sin,PickMe hiring people think they're their own slaves.
hire drivers la accept krn nati nisa cash dala hora wage card walata maru unane,eng,hire drivers la accept krn nati nisa cash dala hora wage card walata maru unane
ක් ‍ රිම් ටික විකුනගත්තනම් කාර් එකක් ගන්න තිබ්බාමෙච්චර කරදර වෙන්න ඔනි නෑනේph එකක් හින්දා එකත් නැති උනානෙ,sin,"If you sold the cream, you could have bought a car. You don't have to worry about it."
එක පාරයි පික්මීඑකක් ගත්තෙ හයර් එක 300 යි 1000 දුන්න මාරු නෑකියලමාරු අරං එන්නම් කියල ගියා තාම 700 ය ලැබුනෙ නෑ දැං මාස දෙකක්,sin,"Once a P.K. took a hat, 300, 1000 arrows, and went to get a change of clothes."
ඒකිටත් ඕනිම එකා එක්කම යන්නද කොහෙද,sin,Where she'd go with anyone?
අපෝ pick me දාපු ගමන් අහන්නේ ද card ද කියලා නම් බෑ කියනවා,sin,"When you pick me up, you ask me if I have a card and I say no."
සල්ලි නැත්නම් පයින් යන්න හලෝ නිකන් පුප දෙන් නැතුව,sin,Money or walk away.
සල්ලිත් නෑ අතෙ ලොකුකම යකො අපි පාරට යන්නෙ අතෙ කියක් හරි අරන් මුන් නිලියො උනාට හිගන්නොද,sin,"No money, no size, we're gonna take a few of them out on the street and get them all blue."
500 card hire enne bro 500 aduwen thiyagnna balance ek,eng,500 card hire enne bro 500 aduwen thiyagnna balance ek
ටෙම්පරි දුවන්න ඇක් එකක් නැද්ද බයික් හෙට වෙනකම්,sin,Don't you have a temperate runner?
එකක් ඇවිල්ලා ඩිලිවරි end කරද්දි තමයි කැශ්ද කාඩ් දකියලා බලා ගන්න පුලුවන් රයිඩර්ස්ලට අනික රයිඩර්ට නිකන් ඔඩර් එක කැන්සල් කරන්නත් බැ ඔයාට අඩුම කොල් 3ක් වත් අරන් එවගේ screen shot යවන්නත් ඔනේ එ කරපු එකා කොහොම කරාද නම් දන්නැ සමහර විට රයිඩර් ගෙන් එක කපයි ඔයාට රිෆන්ඩ් වෙයි එත් පොඩි ගානක් උනත් කාතා කරලා වදදෙන්න මමත් පික් මි දුවනවා කවදාවත් ඔය වගේ දෙකයි පනහෙ වැඩ කරලා නැ මිනිස්සු ඔඩර් කරලා කැම ගන්නේ නැතුව අපි කොච්චර රස්තියාදු වෙලා තියනවද,sin,"One of them comes in and ends the delivery, and the Rider can see the cash card and the Rider can just cancel the order. You can't just take three calls and send a screenshot, and the person who did it can't tell you how. Maybe the Rider will cut the card off and you'll get a refund, but I'll just run a little bit and make a run for it."
kathawa customer ganawath driverla ganawath pickme eken wagakimak ganne nathi tharam dancustomer salli nodi giyath ohoma thamai companyen kiyannedriver kenek waradk kalath customerta ohoma thamai kiyanne,eng,kathawa customer ganawath driverla ganawath pickme eken wagakimak ganne nathi tharam dancustomer salli nodi giyath ohoma thamai companyen kiyannedriver kenek waradk kalath customerta ohoma thamai kiyanne
me payment kepila ithuru unoth witharak acc ekata transfer karaganna puluwan,eng,me payment kepila ithuru unoth witharak acc ekata transfer karaganna puluwan
කාඩ් හයර් එක කැන්සල් කරලා යන්න බෑනේ ඒකයි,sin,That's why the card holder can't be canceled.
හයර් කියන්නේ තනිකරම වංචාවක්මේක වෙන රටක් නෙමේ ලංකාව කියලා මතක තියා තියා ගත්තොත් හොදයි,sin,"Hayer is a fraud, not another country, but Sri Lanka."
ඉතින් cash hire වලත් ඔයා ගානමනෙ පෙන්නනන්නෙ දැම්මම වැඩියෙන් ගන්නයි ඉතුරු දෙන්නෙ නැතුව මාරු නෑ කියලා යන්නයි බැරි නිසා නේද මේ අඩන්නේ,sin,So you're paying cash rent because you can't just get more and keep moving and not save money.
මමත් 21km හයර් එකක් ගියා ඒත් මුදල සකස් කර ඇත්තෙ 14 km කට hotline එකට කථා කර කියත් වැඩක් වුනෙ නැහැ,sin,"I went 21km a day, but I saved up 14km, and I called the hotline and it didn't work."
ඇයි pic up එකට කිලෝමීටර් එකක් ගියා නම් එය ශුද්ද ලාගයෙන් අඩු කරන්නැද්ද,sin,Why not take a mile to pick up and cut the net?
පුලුවන් එඋන් ඉන්නවනම් ගිහින් කත කරපල්ල අපි කත කරල එප වේලාතියෙන්නෙ එක්කො දුවන්නෙ නෑ තුව ඉන්න ඔනේ ප්‍රික්මී එකෙන් දන්නවා කොචර කරත් සල්ලි හොයන්නතියෙන උවමනවට වහන දුවනවා කියල හරියට අපේ උන් කතකොරොත් බැ රිවෙන්නෙ නෑ හෙමදෙකටම උනන්දුව තියෙන්න ඔනෙ එකෙක්ට බැ බන් කරන්න ඔක්කොම එකතුවෙන්න ඔනෙ එහෙම කරත් උන් අනිත් පෙත්තෙන් රියදුරට කියල බොනස් දිමනා දෙනවා එවට රෙවෙටෙන්න එඋන් ඉන්නව එහෙම නෑ තුව එකවගෙ එකතු වෙයල්ල හෙමදාම ඔකුන්ට කබුරන්න බැ,sin,"If they can, we can either go and dig and run and then we can't. Precmi knows they're gonna run and make money. They're gonna run and run like our guys."
